timestamp,samples
1767709852.208817,-50660.95
1767709852.309311,-50775.062
1767709852.41016,-50700.363
1767709852.511025,-50662.242
1767709852.6347132,-50748.02
1767709852.735745,-50728.344
1767709852.836114,-50710.0
1767709852.9365718,-50748.223
1767709853.036958,-50658.41
1767709853.1382341,-50744.156
1767709853.2395,-50712.062
1767709853.340567,-50777.145
1767709853.440911,-50794.44
1767709853.5422661,-50793.527
1767709853.643475,-50812.18
1767709853.744295,-50825.94
1767709853.845792,-50860.387
1767709853.9463522,-50868.473
1767709854.046609,-50813.477
1767709854.148006,-50861.613
1767709854.249401,-50761.312
1767709854.350852,-50891.52
1767709854.452227,-50855.11
1767709854.553542,-50877.07
1767709854.653881,-50889.074
1767709854.7550342,-50961.664
1767709854.8554308,-50922.516
1767709854.956811,-50895.09
1767709855.058183,-50899.016
1767709855.1585789,-50869.88
1767709855.2590039,-50907.14
1767709855.35938,-50911.832
1767709855.460674,-50944.92
1767709855.561245,-50845.51
1767709855.661779,-50869.46
1767709855.762934,-50927.883
1767709855.8633978,-50945.836
1767709855.964643,-50940.465
1767709856.065514,-50960.94
1767709856.165888,-51021.375
1767709856.2662961,-50965.68
1767709856.366671,-50946.344
1767709856.4679308,-51013.906
1767709856.5683908,-50995.66
1767709856.6687958,-51018.074
1767709856.7693608,-50974.355
1767709856.870124,-51030.434
1767709856.9707048,-51034.28
1767709857.071295,-51093.68
1767709857.171896,-51101.305
1767709857.2724009,-51064.668
1767709857.372909,-51074.97
1767709857.4733481,-51080.785
1767709857.574741,-51076.25
1767709857.698654,-51189.99
1767709857.799329,-51101.34
1767709857.899683,-51137.055
1767709858.000353,-51106.977
1767709858.101713,-51171.03
1767709858.2021859,-51141.72
1767709858.3026161,-51151.64
1767709858.40292,-51165.46,-51107.91
1767709858.504159,-51161.492
1767709858.60456,-51175.1
1767709858.7049139,-51161.707
1767709858.805279,-51192.207
1767709859.006537,-51202.62
1767709859.1071732,-51234.94
1767709859.2081301,-51194.99,-51209.91
1767709859.309489,-51166.414
1767709859.4102201,-51167.07
1767709859.5112588,-51161.2
1767709859.611702,-51236.098
1767709859.712887,-51205.918
1767709859.8137972,-51236.375
1767709859.9143171,-51208.984
1767709860.015768,-51282.12
1767709860.117162,-51327.312
1767709860.2184598,-51193.492
1767709860.319057,-51322.367
1767709860.419592,-51342.973
1767709860.520844,-51406.406
